imdb_votes,tmdb_popularity
30235,42.813
7,2.277
3171,27.891
57549,259.097
570138,23.205
2471,23.622
71,13.649
17170,19.018
96015,28.261
226817,36.217
873,11.905
188,2.227
224,1.748
88714,19.718
3398,4.882
9985,9.382
4198,6.599
86,0.6
515,2.923
5212,15.197
40,23.073
12270,8.347
107,2.586
7722,39.666
836,37.753
2695,4.045
218,6.006
16918,15.848
147409,27.917
37401,76.023
563,14.62
914,2.545
748654,46.71
783,16.955
7496,8.304
3078,3.523
3639,11.728
2641,21.358
2622,3.151
29019,17.533
5883,7.434
5784,17.989
497,4.483
15541,20.473
170351,33.283
1432,143.827
371209,19.74
3273,55.055
14714,14.099
3243,7.433
2378,5.655
542,10.647
95,2.518
5615,74.751
14,8.375
2642,22.611
15683,9.481
3515,7.398
119020,23.761
1042,22.822
1319,10.804
81639,79.881
30310,61.763
15536,107.078
739,1.434
17762,22.498
375,2.567
38232,16.555
148043,15.36
444,1.332
407,2.367
7566,9.06
635,87.644
5350,9.637
500,5.887
8096,9.596
108321,24.459
4247,4.869
11227,8.27
98,1.552
385,4.074
522,3.399
1293,19.346
126473,180.003
5692,9.907
16302,32.963
8276,185.487
1302,15.28
719,22.156
429097,33.643
1865,5.506
14716,17.014
948,2.453
49391,13.77
2726,9.46
756,3.95
3909,7.024
8674,13.023
16225,4.417
1422,13.767
3287,11.611
117464,63.789
224,5.267
3253,3.728
7376,7.854
5942,22.812
365,3.895
14021,8.893
3844,18.073
1408,27.507
1245,6.023
1687,14.528
149,1.069
3172,4.554
11329,8.808
1690,7.812
24,1.4
56650,46.069
4578,10.492
172,1.731
2702,8.884
1893,97.251
256,1.68
25460,8.69
284,29.715
9708,30.176
812,17.774
81,3.944
49557,75.849
2279,13.508
7700,3.84
2485,6.703
2592,11.605
244,5.712
1103,1455.085
989,5.021
181306,25.426
78,1.784
6331,5.857
36077,9.788
131564,17.344
8848,28.851
2784,6.495
47971,8.222
183,3.092
81513,17.841
525,1.784
38,1.4
5230,7.127
4027,10.169
4065,16.744
210,10.889
4312,12.247
138,1.001
19829,8.391
624,19.908
359,3.44
100787,60.224
1104,4.376
1076,6.741
202,2.584
6540,9.912
2067,5.378
5713,8.575
6147,9.973
433,6.315
2233,205.417
6052,36.331
2125,13.672
66127,11.838
38,2.749
4308,25.571
30138,20.882
1820,5.821
1928,21.631
14600,12.377
25500,19.06
12069,21.667
28196,29.689
67243,14.82
28295,15.247
100911,25.314
9,1.418
16939,13.35
155135,22.536
5708,14.7
91584,21.013
33769,10.26
6099,10.752
497,11.697
27286,44.535
131574,139.994
987,0.981
111694,18.67
263019,50.29
1649,3.199
7104,8.717
25582,16.645
4426,12.942
31819,20.829
25223,12.155
17226,32.016
264,2.178
64,10.121
4144,5.656
12092,11.171
593,3.069
2346,9.733
269,6.196
270231,20.438
3409,33.635
37913,26.678
5370,10.475
48,1.505
41508,13.548
709,3.953
6989,4.118
10466,9.724
883,25.614
2882,167.763
4942,9.746
207877,54.034
1360,12.259
21887,19.833
10428,11.394
882,0.667
158487,62.339
362,4.249
128,1.448
206,4.438
27650,14.783
5618,53.866
767,8.08
64,6.073
3900,415.203
16168,12.155
44418,13.722
26197,1.596
34730,56.8
34396,32.642
5224,8.688
1117,2.419
172,7.958
1202,279.875
406350,104.215
92224,17.543
2512,5.704
39743,8.993
616,70.563
1864,26.15
37890,28.83
445,34.576
802,5.188
28051,11.768
29201,41.428
64087,13.465
35,1.785
9273,12.59
2233,6.538
768,3.768
47935,52.167
341888,37.892
9228,2.588
53,1.245
1477,19.737
96915,24.872
92788,35.205
1572,5.817
1356,2.744
874,2.165
276,2.243
1541,5.408
8127,109.801
642,1.981
6071,12.948
857,1.714
6555,20.193
3712,7.903
1147,16.646
868,8.685
41782,29.419
30341,37.744
865,25.854
4649,19.711
4248,80.344
35406,129.191
8270,44.074
1518,5.747
1923,9.166
38308,10.913
43732,19.844
2048,10.349
18548,138.542
73,0.6
117055,65.193
3019,8.651
8551,3.623
10198,11.094
105,1.332
89316,40.268
41571,36.043
79674,18.857
681286,33.023
27693,28.6
8124,8.566
2676,6.269
982,53.301
1075,6.178
134,4.711
4416,7.71
94628,30.838
201,5.229
40535,14.528
8949,5.613
21531,14.185
3380,9.035
1069,5.339
1225,5.457
11733,34.678
1330,6.262
1241,22.162
46564,12.988
30499,27.064
9422,120.881
2051,4.76
1608,2.828
4458,8.735
204,1.957
1010,4.822
6710,9.99
58516,11.061
1768,255.762
966,1.34
630,29.626
140741,73.702
72366,63.011
267,2.677
1641,14.257
5340,62.125
1183,6.521
57606,78.602
30698,17.421
5545,8.534
3422,3.316
1590,7.5
2934,11.58
3032,11.01
170728,16.849
10982,10.689
2627,8.167
19706,79.627
16,2.561
9,14.898
5005,14.21
120871,17.506
31,0.626
6,1.915
1440,3.902
202522,172.491
5552,25.874
62,6.24
101975,78.677
2139,5.501
144,6.419
1092,2.829
3954,4.269
899,11.133
188,1.075
189,12.853
712,12.273
5963,52.565
2296,1.4
13038,8.396
310776,463.661
10011,12.671
21511,22.456
1376,21.568
1356,3.688
945125,773.19
29840,22.655
74,2.699
373,51.527
6278,10.496
5057,18.103
3782,13.667
3641,20.288
3724,24.343
85,0.6
5480,9.548
158,1.211
21481,15.364
20207,293.216
58190,16.464
604,2.252
3073,194.904
17878,18.838
8078,9.685
2648,7.115
92,2.53
9862,14.464
465949,118.384
151,5.473
41508,20.903
17236,17.436
38964,16.343
70886,32.777
1158,16.928
4246,8.945
1278,5.156
3380,6.909
2375,51.672
1981,5.506
30,3.733
38647,22.796
1605,21.312
4647,21.049
3542,20.107
42808,19.791
2378,3.899
28,2.587
12356,18.449
864,2.977
729,3.946
14421,71.787
108,3.331
4953,7.99
292,3.554
2504,7.075
190,3.355
2533,10.58
1473,3.082
29915,13.886
86492,46.785
150,10.741
1507,6.284
729,4.542
321,49.227
1076,5.624
4246,4.116
263,2.163
556,6.178
62,1.475
2393,14.553
4948,49.384
56,2.398
509,2.153
15,0.959
366,1.4
1243,5.455
109,1.755
7902,351.639
48,0.932
40788,109.493
1131,2.695
7727,13.616
3529,7.148
555,2.37
956,2.752
526,3.661
2649,5.604
1327,3.583
216,3.619
265,3.674
76961,13.05
1330,4.29
3540,7.755
327,10.016
19029,30.573
353,1.46
195,1.339
399,1.229
2762,9.709
950,2.911
5392,15.225
2641,3.258
1083,17.668
1210,10.31
1126,8.872
9115,43.351
700,2.227
19,3.03
318,5.064
101175,66.882
24232,44.182
37072,28.885
90,2.303
1726,8.15
47025,29.932
12456,51.377
13,0.715
18484,23.361
782,8.918
840,3.711
366,2.867
108,1.366
20675,6.442
1544,6.903
4118,1.776
490,1.546
844,4.92
2848,3.795
2570,3.372
3695,2.908
3508,4.573
603,38.209
4231,5.507
1364,9.503
4335,9.812
523,7.628
12001,19.838
443,11.347
260,4.966
494,1.291
890,3.812
474,4.349
22420,18.036
329656,112.137
1371,28.31
14307,28.197
17828,1.825
3209,7.979
10523,16.775
252051,76.648
8051,2.269
3046,22.616
7371,24.546
1202,3.558
902,3.531
41791,26.26
1548,4.245
7451,5.588
1036,4.159
1091,2.467
2285,7.035
3555,4.96
2854,17.146
12831,8.687
3020,8.353
5460,10.796
68,12.636
350,10.637
6500,31.514
915,18.838
100,6.511
1048,20.971
54566,51.169
4527,13.38
2861,6.613
93,4.358
3701,31.828
5121,5.055
3970,4.752
658,2.812
2039,5.972
3096,4.405
11794,53.488
2888,4.288
1249,2.457
10263,25.549
124218,27.886
11115,35.141
366,17.152
368,2.088
176,175.729
4614,120.75
16509,35.879
2725,20.942
798,14.06
120,2.886
3187,11.564
13677,19.82
333378,16.059
22466,12.817
16927,62.186
14,1.052
439,6.637
22,1.719
22,2.123
4003,3.824
3850,45.151
6724,14.9
758,1.658
1566,3.215
522,1.772
140,1.225
593,12.093
2113,5.467
7251,8.437
8881,12.219
664,5.075
4081,76.371
427,5.783
987,7.699
5251,10.409
686,6.371
677,2.607
54,3.73
1841,18.063
456,5.852
3447,243.742
3788,9.507
3310,3.343
103263,28.657
728,79.277
2025,34.384
44556,6.118
29819,7.815
3505,7.038
78,0.998
2359,3.181
610,20.071
4831,9.603
1573,4.144
1463,4.514
2279,7.422
3338,3.591
4555,43.164
95658,26.019
70242,20.333
5211,8.216
498,15.361
943,4.372
59,0.691
5414,9.563
21,1.749
261956,24.948
7051,8.21
25432,11.459
727,1.4
56,2.682
1641,1.244
992,5.496
27125,9.063
16773,20.899
670,4.663
214,3.96
9535,32.55
178,1.987
73854,22.647
3888,4.258
19140,12.426
2311,14.82
259696,61.423
6732,18.962
12,5.531
74118,12.826
10,4.179
2904,7.2
25,1.4
9391,21.135
7651,17.234
448,2.596
148,2.834
631,14.12
717,0.718
2400,6.926
2384,6.613
7532,14.189
496,5.116
439,3.123
860,3.156
880,1.678
366,3.251
4026,6.948
3522,3.844
13531,25.554
1255,3.794
7544,23.382
448,2.334
213,2.902
5510,25.379
54190,17.252
5172,16.465
1234,13.542
9627,9.968
21852,155.023
4269,3.44
258,1.411
2721,3.128
110,4.772
300,6.244
6018,28.303
59491,11.402
8,1.96
232,2.823
464,2.682
40254,36.027
16273,45.242
603,2.623
1395,1.168
6501,9.714
2433,2.302
1789,176.258
1994,9.315
35458,12.817
24224,76.049
1034,2.452
31330,504.811
1544,3.432
3243,5.56
371,2.128
15134,45.98
19940,56.177
4503,22.796
5631,28.459
1697,3.13
1232,4.731
1238,3.413
256,1.151
34797,39.802
11403,7.354
32,1.258
3767,8.439
9793,5.736
17650,87.79
36291,7.237
1949,10.152
31,0.995
382,4.411
8706,38.016
43,0.973
5922,8.997
770,1.961
15135,21.388
1362,5.603
463,4.111
9957,10.736
121,5.345
6285,8.19
30818,5.773
1469,48.59
54065,20.142
2341,11.018
1790,3.413
5225,13.135
5693,9.545
208185,59.104
45972,14.317
439027,38.657
463276,74.092
29164,43.914
870,6.052
10136,11.215
6043,6.412
18681,6.966
43,0.6
3140,1.721
193,1.532
92,4.311
1379,15.129
2637,7.019
156,4.095
14401,141.099
655,19.375
7063,10.469
148,1.663
7873,6.838
10056,12.153
4181,7.888
674,2.522
162,2.08
22186,5.58
10261,5.328
1610,8.067
332,3.849
21799,9.285
7387,38.136
973,6.225
3239,1.439
2038,15.449
442,9.95
1876,1.267
1433,29.43
21747,29.782
4175,3.996
168,0.957
23674,16.899
8502,17.018
695,1.534
120311,52.94
349,15.794
13703,9.586
8125,37.485
30,0.6
2126,4.392
1773,7.027
832,1.097
172,2.011
210,1.931
28911,11.913
315,0.895
2718,2.94
3126,1440.855
19951,12.176
777,3.37
3619,11.414
212913,16.005
3123,6.314
128,1.865
114127,21.628
48215,17.067
2371,6.611
1150,4.945
348,4.593
186,4.652
6249,3.728
75,1.4
42373,9.71
3634,15.195
10646,17.452
10981,7.349
1184,10.804
16506,20.325
287,4.329
1665,4.026
1732,2.961
907,2.0
55044,25.93
2908,2.955
2125,7.178
12148,96.969
81,57.401
2466,8.876
36,1.265
1337,3.573
1139,4.348
1480,3.734
4057,12.754
3634,5.624
1898,15.617
2248,5.085
1564,3.259
118811,22.205
29298,13.095
56,0.817
9108,8.219
724,2.496
240408,32.096
17218,133.608
20836,11.382
17710,11.354
6700,25.162
24712,129.238
176,28.467
804,7.246
319,0.862
97,1.095
2125,301.796
47049,13.29
7426,27.741
1458,11.084
871,9.713
1933,7.203
349,7.049
13,7.366
18,1.497
12828,18.729
14892,14.338
3130,4.537
83129,15.774
715,4.724
2481,2.966
4181,3.342
311,3.014
8,8.063
12745,29.665
148,1.033
12799,23.22
228,2.08
22256,32.006
699,1.487
6981,18.472
75,1.4
534,66.177
4273,63.602
204,3.381
142,2.755
3861,26.545
2486,1275.252
687,14.193
4205,35.668
4999,12.642
1312,8.378
23141,51.078
14496,49.323
198,0.6
53,0.793
53,1.402
225949,80.568
532,6.048
1649,1.682
1098,43.7
12740,24.968
2570,5.084
102,5.629
272,1.888
209258,15.015
1273,19.492
15627,26.61
26732,29.825
11039,220.105
354,7.159
43,1.743
83,1.709
5628,11.14
4708,8.689
14,1.4
948,1.854
18,4.108
808,44.311
20888,75.438
2065,5.943
673,2.365
8878,3.804
36059,81.469
1692,7.756
622,5.313
3616,5.587
660,2.366
27208,7.585
792,3.35
644,54.353
75801,9.707
605,11.089
25,7.586
407,1.48
3878,271.247
96,0.68
260975,19.411
3210,3.266
2125,6.212
12682,27.728
2540,28.491
22594,15.608
38281,96.149
66488,53.416
7269,6.492
598,7.336
96418,40.707
394,6.797
774,6.252
95,1.92
21,0.6
